sku_id,warehouse_id,current_stock,safety_stock,demand_7d,demand_14d,demand_30d,orders_7d,orders_14d,orders_30d,avg_daily_demand_7d,avg_daily_demand_30d,demand_std_30d,demand_trend_7d_vs_prev_7d,days_since_replenishment,last_replenishment_qty,stock_to_weekly_demand_ratio,stock_to_safety_ratio,days_of_cover,day_of_week,month,category_id,warehouse_region_id,warehouse_turnover_rate,stockout_target
163,14,18.0,53.0,184.85968260289403,301.1008341575405,456.9464869369566,33,64,106,26.40852608612772,15.23154956456522,1.1786011705481299,1.3989579089770838,23,293.9578578029252,0.0973711506292406,0.33962264150943394,0.6815980544046841,0,10,9,3,1.7146365750577062,1
452,11,312.0,86.0,79.27702949814798,228.3569866069263,348.7249422820586,13,32,87,11.325289928306855,11.624164742735285,16.270955254792554,1.5750372290420294,12,13.051779403904519,3.9355662286424185,3.627906976744186,27.548963600496926,3,3,3,7,2.733651603169339,1
185,1,209.0,15.0,192.02012593262313,338.21193661684737,507.49451807048786,23,26,55,27.431446561803305,16.91648393568293,16.631063207736542,1.6368359248969249,4,151.0331455772283,1.088427574895638,13.933333333333334,7.618993024269465,3,2,8,2,3.211534115234328,0
39,1,123.0,38.0,44.13701934582106,53.000488145656064,165.4011466738757,3,25,37,6.305288477974437,5.513371555795857,3.9007047420007437,0.7113143182274582,13,41.486504282914595,2.786776312108302,3.236842105263158,19.507434184758115,0,6,11,2,0.8613503449928656,0
235,19,245.0,46.0,21.126761906678702,102.7612595617122,113.40221033930936,3,31,35,3.0181088438112433,3.780073677976979,16.630801297519746,0.7816754426332672,2,174.72037362213092,11.59666592931827,5.326086956521739,81.17666150522788,6,6,13,2,1.1978953984007246,0
398,18,94.0,90.0,104.95246721634021,108.65489733000167,165.19657354275682,26,35,90,14.993209602334316,5.506552451425227,9.690939435664852,0.6951191829794242,17,72.25885001941835,0.8956435469614668,1.0444444444444445,6.269504828730267,2,2,11,7,3.2766951383113,1
95,12,79.0,115.0,181.44937439624488,341.31747665617,589.4735358073476,34,47,106,25.921339199463553,19.64911786024492,9.54422436439753,1.0792157676888254,6,270.7526465675423,0.4353831489519587,0.6869565217391305,3.047682042663711,1,5,5,6,1.9497474281415357,1
232,4,146.0,77.0,62.255843748948834,93.55893734230132,180.02489676696754,44,77,116,8.893691964135547,6.000829892232251,21.936987631767423,0.7015449057960954,4,95.3972934635539,2.3451613729428438,1.896103896103896,16.416129610599906,0,11,13,7,1.05621350769857,0
65,15,358.0,65.0,160.03206387979048,272.5095090099654,353.7009434461478,24,33,33,22.86172341139864,11.790031448204926,23.81036389797985,1.346124987518492,20,287.49383681693314,2.2370516965207354,5.507692307692308,15.659361875645148,0,12,11,7,0.6379549520485214,1
343,3,306.0,46.0,33.83945317605619,136.55076000652824,174.74877226132182,32,36,89,4.834207596579455,5.824959075377394,4.2528483114693785,0.9716750133411386,16,1.2404249478445761,9.042699313371786,6.6521739130434785,63.298895193602505,1,1,7,4,3.461614893896036,0
238,8,76.0,100.0,149.11407920018792,261.7093774359038,508.4953079656437,43,71,100,21.30201131431256,16.94984359885479,17.102474878798866,1.75329297607694,2,249.63441658052898,0.5096768890479406,0.76,3.567738223335584,5,9,12,2,1.9190812549283291,1
165,7,224.0,21.0,111.40538827748621,212.82038038713966,270.43521078528937,21,22,36,15.915055468212316,9.014507026176313,3.867753892981654,1.5615633420965018,21,78.50510075964534,2.010674739017699,10.666666666666666,14.074723173123893,1,9,14,3,3.0316757032409063,0
114,1,353.0,24.0,35.00339507887445,163.80935700486384,325.51599881832715,10,29,51,5.000485011267778,10.850533293944238,0.8750127744419717,1.441564145129571,16,60.48674268791564,10.084736043591544,14.708333333333334,70.5931523051408,3,10,1,5,2.2623885768797813,0
282,16,380.0,32.0,143.61744988752173,256.3172437716917,266.82910830974055,41,66,122,20.516778555360247,8.894303610324686,3.7382711400174182,1.395326482088649,6,265.2436921242047,2.645918029442859,11.875,18.52142620610001,4,10,9,6,1.6084577133900115,0
335,10,305.0,39.0,142.75122269128545,159.005267110032,175.6233496258708,0,2,48,20.39303181304078,5.854111654195693,15.866396302717718,0.5514867836175613,9,91.3121863859914,2.136584151433817,7.82051282051282,14.956089060036721,2,9,10,4,3.018213644861499,0
470,7,51.0,60.0,103.08704582868806,169.1052770100273,348.29320134003194,13,42,77,14.726720832669724,11.609773378001064,18.160934421373366,0.6087912739117907,11,175.16352610545653,0.49472753428934935,0.85,3.4630927400254454,2,11,13,1,1.312127982440812,1
219,10,96.0,114.0,45.09352752853493,143.48034599677226,302.2723867084533,6,43,87,6.441932504076418,10.075746223615111,12.675916594596298,1.0617442847714822,22,221.03386218585464,2.128908631937294,0.8421052631578947,14.902360423561058,3,4,7,3,2.7128051216814995,0
81,1,87.0,81.0,26.45877844899931,84.9943151106712,255.03491401583506,32,75,125,3.7798254927141874,8.501163800527836,23.79164124237677,1.6891101705116818,13,125.76051682768986,3.288133659220023,1.0740740740740742,23.016935614540163,6,2,5,4,1.6416145493122298,1
416,9,60.0,52.0,191.45100969195786,328.310568957197,386.053170743765,13,24,61,27.350144241708268,12.868439024792167,19.10432179209484,0.622236636525136,20,30.401391797447673,0.3133961011568401,1.1538461538461537,2.1937727080978804,6,5,3,7,3.151125491053765,1
315,10,70.0,33.0,131.16250765183105,188.38409636172958,434.6063419922898,17,31,49,18.73750109311872,14.48687806640966,4.040455592289166,1.0461813150662407,0,276.70111276864566,0.5336890949494041,2.121212121212121,3.735823664645829,2,3,6,5,1.8109410673622726,1
350,7,126.0,81.0,161.8482967146768,311.0114480892239,450.6052386287853,32,59,63,23.12118524495383,15.02017462095951,5.198440175004834,1.5320893872499537,12,194.25026924880655,0.7785068027136922,1.5555555555555556,5.449547618995845,1,3,6,1,1.2077777058028587,1
49,16,222.0,37.0,139.39410581004833,165.8061755867154,408.1932186538875,14,40,47,19.913443687149762,13.606440621796251,14.90204893362732,0.9157306402983686,2,267.71922815087567,1.592606794311076,6.0,11.14824756017753,2,1,12,4,2.567530598660833,0
156,5,159.0,117.0,165.8947330384578,304.38539473591527,345.4280329797603,18,45,59,23.69924757692254,11.51426776599201,8.332515089552764,1.7081971054466942,9,230.31800667888092,0.9584391082695829,1.358974358974359,6.70907375788708,1,7,13,7,3.0244551083262374,1
384,3,168.0,62.0,32.49816394978468,65.52194329111867,166.79682075143864,24,38,84,4.642594849969241,5.559894025047955,0.02232705122607037,1.7151097819891645,13,232.19451411419615,5.1695228154916455,2.7096774193548385,36.18665970844152,3,10,8,3,2.993462164244944,0
416,11,98.0,70.0,99.39004490940889,194.43279538359812,278.35417513071354,5,7,12,14.19857784420127,9.278472504357119,0.6073573426641082,0.5740661811935642,20,176.9647454763033,0.9860142440756932,1.4,6.902099708529852,3,1,10,3,1.7265774611386873,1
218,17,60.0,109.0,133.42495410045868,191.11934123396475,379.8880729104303,46,47,54,19.060707728636952,12.662935763681011,10.20247460592903,1.3013239484156327,6,1.8581706333550607,0.449690992247407,0.5504587155963303,3.1478369457318496,3,8,11,1,1.5965813580651977,1
402,8,399.0,43.0,20.67797997904359,135.39817845491072,322.29103748118354,49,93,151,2.9539971398633704,10.743034582706118,13.090383612300332,0.6892437352747406,6,264.79749898303703,19.295888689532173,9.279069767441861,135.0712208267252,3,11,9,4,0.6075971256122932,0
421,1,239.0,61.0,29.99138986568166,68.28466363716919,189.920611967095,35,53,77,4.2844842665259515,6.330687065569833,16.332968644075844,1.073313942016515,21,249.27726689099245,7.968953792084216,3.918032786885246,55.78267654458951,6,6,11,2,0.23342734311171545,0
194,19,91.0,68.0,126.7965188501893,269.97027085353,274.0072719078641,5,25,32,18.1137884071699,9.133575730262136,19.078495505269238,1.667145764414163,13,218.10266981519146,0.7176853183762635,1.338235294117647,5.023797228633844,1,3,2,7,3.2671698754780123,1
449,9,323.0,39.0,173.741160850764,276.98625679672324,320.78768409170937,23,51,103,24.820165835823428,10.692922803056979,24.21897182801855,0.5953771742547197,18,263.4478178764219,1.8590873827385255,8.282051282051283,13.013611679169678,5,9,7,2,2.565781531106959,0
144,4,332.0,16.0,132.08323578831954,304.3924035250009,316.9588203024168,17,26,84,18.86903368404565,10.56529401008056,20.971632843150427,1.7185687588864884,23,55.26241899533265,2.5135665250666097,20.75,17.594965675466266,4,3,10,5,2.0610576884783605,0
120,12,386.0,41.0,7.240962691215125,135.3596218960582,347.1132642083529,8,25,55,1.0344232416021606,11.57044214027843,8.898509237741173,1.7927982882818496,1,84.55763935687403,53.3078288703659,9.414634146341463,373.15480209256134,5,2,8,5,2.0835843164213417,0
341,7,63.0,22.0,194.0865834180646,303.4177805286498,375.86067235309156,43,62,68,27.72665477400923,12.528689078436384,13.367345932831363,1.3713193422052417,15,47.136439138407546,0.3245973981843831,2.8636363636363638,2.2721817872906813,4,6,11,6,0.17937925616395844,1
318,18,255.0,84.0,27.901380181249014,177.14994446159045,206.63060368675875,20,24,61,3.9859114544641447,6.887686789558625,5.398000335726477,0.9631531541299658,1,193.98564310207968,9.139332833842087,3.0357142857142856,63.97532983689461,5,1,5,3,1.6427550937226132,0
70,6,392.0,10.0,46.51244671049795,86.05530890761774,174.59840022801552,32,59,110,6.6446352443568495,5.819946674267184,24.218828281447337,0.8263164591541332,23,131.517572274796,8.42785163377623,39.2,58.99496143643362,4,4,14,1,3.23250398773883,0
416,11,322.0,44.0,194.99345638094485,308.8870993365472,328.20942837813783,34,42,99,27.856208054420694,10.940314279271261,13.38607330823726,1.0623899957985046,11,30.793237822449594,1.6513374652477133,7.318181818181818,11.559362256733992,4,10,2,2,1.6709266402641803,0
100,11,90.0,107.0,154.20659933067498,224.47929225774828,469.1935759824975,15,15,49,22.029514190096425,15.639785866083251,6.2417562777805635,0.7337746012924691,11,172.69110655682906,0.5836326096978982,0.8411214953271028,4.085428267885288,2,2,12,4,2.074763570346273,1
402,5,357.0,72.0,187.3153360757013,321.19771232206017,399.9496876590099,17,44,100,26.759333725100188,13.331656255300329,18.10109406241219,0.5260734466535222,4,101.6957268846394,1.9058770492541124,4.958333333333333,13.341139344778787,6,7,11,3,1.3821439849792445,0
4,10,168.0,83.0,161.32393856160593,165.72843227003378,398.9951069924846,48,61,110,23.046276937372276,13.299836899749486,12.197258099211872,0.5815602139536301,15,147.15236316387526,1.0413829559203616,2.0240963855421685,7.289680691442531,2,12,2,3,0.4571171796199794,0
398,3,195.0,83.0,130.34689500064002,207.33507237548457,378.017245090616,41,73,82,18.62098500009143,12.600574836353866,24.918126771374585,1.3626352825984958,13,78.4145614083037,1.4960080176750088,2.3493975903614457,10.472056123725062,5,3,4,1,1.2001337798924474,1
393,13,223.0,42.0,56.9105997726012,174.21694210252667,315.743688958525,25,49,87,8.130085681800171,10.524789631950833,1.8677646698549377,0.5269821699543373,23,48.34462118766171,3.9184264599397207,5.309523809523809,27.428985219578045,2,4,14,3,0.389303003453557,0
